date,rate,rate_interpolated,log_rate,diff,Wt
2021-01-15,3.614,3.614,1.2848151921700368,0.00027674000453359326,0.00016896503900211418
2021-01-18,3.617,3.617,1.285644952969961,0.0008297607999241396,0.0007219858343926605
2021-01-19,3.615,3.615,1.285091855610728,-0.0005530973592329236,-0.0006608723247644027
2021-01-20,3.615,3.615,1.285091855610728,0.0,-0.00010777496553147908
2021-01-21,3.622,3.622,1.2870263594612217,0.0019345038504936518,0.0018267288849621727
2021-01-22,3.634,3.634,1.2903339699739793,0.0033076105127576305,0.0031998355472261514
2021-01-25,3.645,3.645,1.2933563654606215,0.003022395486642182,0.002914620521110703
2021-01-26,3.647,3.647,1.293904911826543,0.0005485463659216094,0.00044077140039013035
2021-01-27,3.653,3.653,1.2955487478131456,0.0016438359866024488,0.0015360610210709696
2021-01-28,3.647,3.647,1.293904911826543,-0.0016438359866024488,-0.001751610952133928
2021-01-29,3.642,3.642,1.2925329813054163,-0.0013719305211268296,-0.0014797054866583087
2021-02-01,3.641,3.641,1.2922583691932963,-0.00027461211211998737,-0.00038238707765146646
2021-02-02,3.641,3.641,1.2922583691932963,0.0,-0.00010777496553147908
2021-02-03,3.64,3.64,1.2919836816486494,-0.00027468754464687883,-0.0003824625101783579
2021-02-04,3.647,3.647,1.293904911826543,0.0019212301778936958,0.0018134552123622166
2021-02-05,3.64,3.64,1.2919836816486494,-0.0019212301778936958,-0.002029005143425175
2021-02-08,3.644,3.644,1.293081979397712,0.00109829774906256,0.000990522783531081
2021-02-09,3.645,3.645,1.2933563654606215,0.0002743860629095263,0.0001666110973780472
2021-02-10,3.64,3.64,1.2919836816486494,-0.0013726838119720863,-0.0014804587775035655
2021-02-11,3.64,3.64,1.2919836816486494,0.0,-0.00010777496553147908
2021-02-12,3.646,3.646,1.2936306762564713,0.0016469946078219166,0.0015392196422904375
2021-02-15,3.647,3.647,1.293904911826543,0.0002742355700717791,0.00016646060454030004
2021-02-16,3.652,3.652,1.295274962732722,0.0013700509061789212,0.001262275940647442
2021-02-17,3.655,3.655,1.2960960932017418,0.0008211304690197707,0.0007133555034882916
2021-02-18,3.652,3.652,1.295274962732722,-0.0008211304690197707,-0.0009289054345512499
2021-02-19,3.655,3.655,1.2960960932017418,0.0008211304690197707,0.0007133555034882916
2021-02-22,3.657,3.657,1.2966431391672442,0.0005470459655023685,0.0004392709999708894
2021-02-23,3.656,3.656,1.2963696535919036,-0.0002734855753405707,-0.0003812605408720498
2021-02-24,3.653,3.653,1.2955487478131456,-0.0008209057787580409,-0.0009286807442895201
2021-02-25,3.649,3.649,1.2944531574543106,-0.0010955903588349969,-0.001203365324366476
2021-02-26,3.651,3.651,1.2950011026734998,0.0005479452191892165,0.0004401702536577374
2021-03-01,3.656,3.656,1.2963696535919036,0.0013685509184038214,0.0012607759528723422
2021-03-02,3.665,3.665,1.2988283353386147,0.0024586817467111555,0.0023509067811796763
2021-03-03,3.675,3.675,1.3015531326648,0.0027247973261852465,0.0026170223606537674
2021-03-04,3.676,3.676,1.3018252044934406,0.00027207182864064094,0.00016429686310916186
2021-03-05,3.693,3.693,1.3064391358704261,0.004613931376985514,0.004506156411454035
2021-03-08,3.704,3.704,1.309413316783933,0.002974180913506874,0.002866405947975395
2021-03-09,3.705,3.705,1.3096832587480502,0.00026994196411722626,0.00016216699858574718
2021-03-10,3.696,3.696,1.3072511537794378,-0.0024321049686124585,-0.0025398799341439376
2021-03-11,3.695,3.695,1.3069805544001651,-0.0002705993792726513,-0.0003783743448041304
2021-03-12,3.705,3.705,1.3096832587480502,0.00270270434788511,0.0025949293823536307
2021-03-15,3.719,3.719,1.313454814942933,0.003771556194882786,0.0036637812293513067
2021-03-16,3.708,3.708,1.3104926477036087,-0.002962167239324298,-0.0030699422048557773
2021-03-17,3.709,3.709,1.3107622985074538,0.00026965080384511175,0.00016187583831363267
